Tipo de delito,Clave_Ent,Modalidad,Sexo,Rango de edad,Categoria del delito,Clasificacion de edad
2,17,1.0,2.0,1.0,1.0,1.0
2,17,1.0,2.0,1.0,1.0,1.0
2,17,1.0,2.0,1.0,1.0,1.0
2,17,1.0,2.0,1.0,1.0,1.0
2,17,1.0,2.0,1.0,1.0,1.0
2,17,1.0,2.0,1.0,1.0,1.0
2,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
1,17,1.0,2.0,1.0,1.0,1.0
4,17,2.0,2.0,1.0,2.0,1.0
4,17,1.0,2.0,1.0,2.0,1.0
4,17,1.0,2.0,1.0,2.0,1.0
4,17,1.0,2.0,1.0,2.0,1.0
4,17,2.0,2.0,1.0,2.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
4,18,2.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,2.0,2.0,1.0,2.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
2,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
1,18,1.0,2.0,2.0,1.0,1.0
3,18,1.0,2.0,2.0,1.0,1.0
3,18,1.0,2.0,2.0,1.0,1.0
3,18,1.0,2.0,2.0,1.0,1.0
3,18,1.0,2.0,2.0,1.0,1.0
4,18,2.0,2.0,2.0,2.0,1.0
4,18,1.0,2.0,2.0,2.0,1.0
4,18,1.0,2.0,2.0,2.0,1.0
4,18,1.0,2.0,2.0,2.0,1.0
4,18,2.0,2.0,2.0,2.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
3,18,1.0,2.0,1.0,1.0,1.0
4,18,2.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,2.0,2.0,1.0,2.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
4,18,2.0,1.0,1.0,2.0,1.0
4,18,1.0,1.0,1.0,2.0,1.0
4,18,1.0,1.0,1.0,2.0,1.0
4,18,1.0,1.0,1.0,2.0,1.0
4,18,2.0,1.0,1.0,2.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
2,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
1,18,1.0,1.0,2.0,1.0,1.0
4,18,2.0,1.0,2.0,2.0,1.0
4,18,1.0,1.0,2.0,2.0,1.0
4,18,1.0,1.0,2.0,2.0,1.0
4,18,1.0,1.0,2.0,2.0,1.0
4,18,2.0,1.0,2.0,2.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
2,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
1,18,1.0,1.0,1.0,1.0,1.0
4,18,2.0,1.0,1.0,2.0,1.0
4,18,1.0,1.0,1.0,2.0,1.0
4,18,1.0,1.0,1.0,2.0,1.0
4,18,1.0,1.0,1.0,2.0,1.0
4,18,2.0,1.0,1.0,2.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
2,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
1,18,1.0,2.0,1.0,1.0,1.0
4,18,2.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,1.0,2.0,1.0,2.0,1.0
4,18,2.0,2.0,1.0,2.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
4,19,2.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,2.0,2.0,1.0,2.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
2,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
1,19,1.0,2.0,2.0,1.0,1.0
3,19,1.0,2.0,2.0,1.0,1.0
3,19,1.0,2.0,2.0,1.0,1.0
3,19,1.0,2.0,2.0,1.0,1.0
3,19,1.0,2.0,2.0,1.0,1.0
4,19,2.0,2.0,2.0,2.0,1.0
4,19,1.0,2.0,2.0,2.0,1.0
4,19,1.0,2.0,2.0,2.0,1.0
4,19,1.0,2.0,2.0,2.0,1.0
4,19,2.0,2.0,2.0,2.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
3,19,1.0,2.0,1.0,1.0,1.0
4,19,2.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,2.0,2.0,1.0,2.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
4,19,2.0,1.0,1.0,2.0,1.0
4,19,1.0,1.0,1.0,2.0,1.0
4,19,1.0,1.0,1.0,2.0,1.0
4,19,1.0,1.0,1.0,2.0,1.0
4,19,2.0,1.0,1.0,2.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
2,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
1,19,1.0,1.0,2.0,1.0,1.0
4,19,2.0,1.0,2.0,2.0,1.0
4,19,1.0,1.0,2.0,2.0,1.0
4,19,1.0,1.0,2.0,2.0,1.0
4,19,1.0,1.0,2.0,2.0,1.0
4,19,2.0,1.0,2.0,2.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
2,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
1,19,1.0,1.0,1.0,1.0,1.0
4,19,2.0,1.0,1.0,2.0,1.0
4,19,1.0,1.0,1.0,2.0,1.0
4,19,1.0,1.0,1.0,2.0,1.0
4,19,1.0,1.0,1.0,2.0,1.0
4,19,2.0,1.0,1.0,2.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
2,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
1,19,1.0,2.0,1.0,1.0,1.0
4,19,2.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,1.0,2.0,1.0,2.0,1.0
4,19,2.0,2.0,1.0,2.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
4,20,2.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,2.0,2.0,1.0,2.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
2,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
1,20,1.0,2.0,2.0,1.0,1.0
3,20,1.0,2.0,2.0,1.0,1.0
3,20,1.0,2.0,2.0,1.0,1.0
3,20,1.0,2.0,2.0,1.0,1.0
3,20,1.0,2.0,2.0,1.0,1.0
4,20,2.0,2.0,2.0,2.0,1.0
4,20,1.0,2.0,2.0,2.0,1.0
4,20,1.0,2.0,2.0,2.0,1.0
4,20,1.0,2.0,2.0,2.0,1.0
4,20,2.0,2.0,2.0,2.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
3,20,1.0,2.0,1.0,1.0,1.0
4,20,2.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,2.0,2.0,1.0,2.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
4,20,2.0,1.0,1.0,2.0,1.0
4,20,1.0,1.0,1.0,2.0,1.0
4,20,1.0,1.0,1.0,2.0,1.0
4,20,1.0,1.0,1.0,2.0,1.0
4,20,2.0,1.0,1.0,2.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
2,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
1,20,1.0,1.0,2.0,1.0,1.0
4,20,2.0,1.0,2.0,2.0,1.0
4,20,1.0,1.0,2.0,2.0,1.0
4,20,1.0,1.0,2.0,2.0,1.0
4,20,1.0,1.0,2.0,2.0,1.0
4,20,2.0,1.0,2.0,2.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
2,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
1,20,1.0,1.0,1.0,1.0,1.0
4,20,2.0,1.0,1.0,2.0,1.0
4,20,1.0,1.0,1.0,2.0,1.0
4,20,1.0,1.0,1.0,2.0,1.0
4,20,1.0,1.0,1.0,2.0,1.0
4,20,2.0,1.0,1.0,2.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
2,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
1,20,1.0,2.0,1.0,1.0,1.0
4,20,2.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,1.0,2.0,1.0,2.0,1.0
4,20,2.0,2.0,1.0,2.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
2,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
1,21,1.0,2.0,1.0,1.0,1.0
3,21,1.0,2.0,1.0,1.0,1.0
3,21,1.0,2.0,1.0,1.0,1.0
3,21,1.0,2.0,1.0,1.0,1.0
3,21,1.0,2.0,1.0,1.0,1.0
4,21,2.0,2.0,1.0,2.0,1.0
4,21,1.0,2.0,1.0,2.0,1.0
4,21,1.0,2.0,1.0,2.0,1.0
4,21,1.0,2.0,1.0,2.0,1.0
4,21,2.0,2.0,1.0,2.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
2,21,1.0,2.0,2.0,1.0,1.0
1,21,1.0,2.0,2.0,1.0,1.0
1,21,1.0,2.0,2.0,1.0,1.0
1,21,1.0,2.0,2.0,1.0,1.0
1,21,1.0,2.0,2.0,1.0,1.0
1,21,1.0,2.0,2.0,1.0,1.0
